threshold,fmeasure
0.0,0
0.05,0
0.1,0
0.15000000000000002,6.666666666666666
0.2,9.448818897637798
0.25,9.74025974025974
0.30000000000000004,11.570247933884296
0.35000000000000003,13.740458015267174
0.4,15.012106537530267
0.45,15.277777777777777
0.5,16.629213483146067
0.55,18.141592920353983
0.6000000000000001,18.340611353711793
0.65,18.181818181818183
0.7000000000000001,18.103448275862068
0.75,18.025751072961373
0.8,18.025751072961373
0.8500000000000001,18.025751072961373
0.9,18.025751072961373
0.9500000000000001,18.025751072961373
1.0,18.025751072961373
